Date,Open,High,Low,Close,Adj Close,Volume
2011-10-17,12.214500,12.335500,12.033500,12.116500,12.116500,95580000
2011-10-18,12.115500,12.230500,11.831000,12.194000,12.194000,92194000
2011-10-19,12.033500,12.166500,11.462500,11.576500,11.576500,134302000
2011-10-20,11.606500,11.737000,11.490000,11.680500,11.680500,90498000
2011-10-21,11.845500,11.850000,11.530000,11.739000,11.739000,91450000
2011-10-24,11.801000,12.023500,11.700000,11.880500,11.880500,99516000
2011-10-25,11.929500,11.950500,11.294500,11.357500,11.357500,280252000
2011-10-26,10.184500,10.379000,9.825500,9.920000,9.920000,482684000
2011-10-27,10.213000,10.430000,10.055000,10.339000,10.339000,215486000
2011-10-28,10.326500,10.920000,10.287500,10.866000,10.866000,197608000
2011-10-31,10.789500,10.944500,10.652000,10.675500,10.675500,146866000
2011-11-01,10.405500,10.810500,10.371500,10.605000,10.605000,170236000
2011-11-02,10.777500,10.839500,10.636000,10.781000,10.781000,122440000
2011-11-03,10.815000,10.925000,10.651000,10.914500,10.914500,106300000
2011-11-04,10.882500,10.911500,10.716500,10.824000,10.824000,81316000
2011-11-07,10.842000,11.010000,10.700000,10.850000,10.850000,77200000
2011-11-08,10.960000,10.967500,10.760500,10.899500,10.899500,78290000
2011-11-09,10.747500,10.785000,10.530000,10.561000,10.561000,93612000
2011-11-10,10.675000,10.703000,10.405000,10.539500,10.539500,100892000
2011-11-11,10.626000,10.894000,10.515500,10.869500,10.869500,103262000
2011-11-14,10.782500,11.117500,10.712500,10.946500,10.946500,130444000
2011-11-15,10.900000,11.016500,10.713000,10.891500,10.891500,114780000
2011-11-16,10.813500,10.848500,10.561500,10.599500,10.599500,110188000
2011-11-17,10.625500,10.645000,10.105000,10.226000,10.226000,159662000
2011-11-18,10.266500,10.267000,9.855500,9.857000,9.857000,168750000
2011-11-21,9.664500,9.668000,9.252500,9.462500,9.462500,226424000
2011-11-22,9.347500,9.702000,9.179000,9.617000,9.617000,198312000
2011-11-23,9.653000,9.730000,9.394500,9.449500,9.449500,160226000
2011-11-25,9.520500,9.541500,9.075500,9.120000,9.120000,99440000
2011-11-28,9.582500,9.731000,9.527000,9.707500,9.707500,144146000
2011-11-29,9.739000,9.775000,9.365000,9.419500,9.419500,131502000
2011-11-30,9.738000,9.765000,9.437500,9.614500,9.614500,154340000
2011-12-01,9.592500,9.903500,9.579500,9.856500,9.856500,146554000
2011-12-02,9.853500,9.983000,9.759000,9.801500,9.801500,150524000
2011-12-05,9.943000,9.950000,9.683500,9.812000,9.812000,118442000
2011-12-06,9.799000,9.916000,9.505500,9.599500,9.599500,104040000
2011-12-07,9.551500,9.835500,9.456000,9.766000,9.766000,128546000
2011-12-08,9.678500,9.794500,9.504000,9.524000,9.524000,87222000
2011-12-09,9.560500,9.697500,9.420000,9.651500,9.651500,103176000
2011-12-12,9.501500,9.557500,9.381500,9.476000,9.476000,86864000
2011-12-13,9.428000,9.484000,8.925000,9.025500,9.025500,185946000
2011-12-14,8.950000,9.037500,8.512500,9.010500,9.010500,232284000
2011-12-15,9.102500,9.240000,8.976500,9.063000,9.063000,145198000
2011-12-16,9.121000,9.220500,9.015500,9.063000,9.063000,133282000
2011-12-19,9.100000,9.158500,8.950000,8.966500,8.966500,90672000
2011-12-20,9.134500,9.158500,9.027000,9.126000,9.126000,92002000
2011-12-21,9.096000,9.175000,8.624500,8.717500,8.717500,161334000
2011-12-22,8.754500,8.983500,8.710500,8.951500,8.951500,93898000
2011-12-23,8.961000,8.984000,8.780000,8.864000,8.864000,69930000
2011-12-27,8.886500,8.929500,8.808000,8.813500,8.813500,59018000
2011-12-28,8.819500,8.832500,8.614000,8.694500,8.694500,73190000
2011-12-29,8.481000,8.727500,8.348500,8.693000,8.693000,164186000
2011-12-30,8.668000,8.758500,8.624500,8.655000,8.655000,85596000
2012-01-03,8.794500,8.974000,8.777500,8.951500,8.951500,102216000
2012-01-04,8.960500,9.025000,8.803500,8.875500,8.875500,84104000
2012-01-05,8.797000,8.912500,8.702500,8.880500,8.880500,76182000
2012-01-06,8.903500,9.232500,8.875000,9.130500,9.130500,140168000
2012-01-09,9.138000,9.218500,8.850000,8.928000,8.928000,101138000
2012-01-10,9.055000,9.120000,8.855000,8.967000,8.967000,79716000
2012-01-11,8.982000,9.038500,8.909500,8.945000,8.945000,62054000
2012-01-12,8.971000,8.974500,8.787500,8.796500,8.796500,107716000
2012-01-13,8.790500,8.940000,8.675000,8.921000,8.921000,95070000
2012-01-17,9.007500,9.165000,8.925500,9.083000,9.083000,112890000
2012-01-18,9.097000,9.512500,9.056000,9.472000,9.472000,149470000
2012-01-19,9.544000,9.797000,9.518000,9.722500,9.722500,141920000
2012-01-20,9.535500,9.645000,9.452000,9.546500,9.546500,112206000
2012-01-23,9.539500,9.586500,9.261500,9.304500,9.304500,91706000
2012-01-24,9.250000,9.420500,9.191000,9.350000,9.350000,93476000
2012-01-25,9.349500,9.408500,9.230500,9.390000,9.390000,86128000
2012-01-26,9.465000,9.742500,9.436500,9.666000,9.666000,117472000
2012-01-27,9.654500,9.825000,9.616500,9.768500,9.768500,93180000
2012-01-30,9.684000,9.750000,9.506500,9.607500,9.607500,108482000
2012-01-31,9.700000,9.781500,9.485000,9.722000,9.722000,255444000
2012-02-01,8.690500,8.997500,8.600000,8.973000,8.973000,426732000
2012-02-02,8.982500,9.097000,8.840000,9.086000,9.086000,174726000
2012-02-03,9.141500,9.395000,9.094500,9.384000,9.384000,162410000
2012-02-06,9.314000,9.328000,9.146000,9.157000,9.157000,106200000
2012-02-07,9.132500,9.247000,9.103000,9.209500,9.209500,102078000
2012-02-08,9.247500,9.324500,9.145500,9.274000,9.274000,109532000
2012-02-09,9.225000,9.284500,9.088000,9.249000,9.249000,143784000
2012-02-10,9.171000,9.381500,9.126000,9.277000,9.277000,115942000
2012-02-13,9.358500,9.625000,9.284000,9.579500,9.579500,121428000
2012-02-14,9.554000,9.678500,9.305000,9.565000,9.565000,190542000
2012-02-15,9.564500,9.577000,9.163000,9.223500,9.223500,155888000
2012-02-16,8.889500,9.084000,8.757000,8.996500,8.996500,251276000
2012-02-17,9.004500,9.170500,8.968000,9.125000,9.125000,148362000
2012-02-21,9.132500,9.237500,9.029000,9.113000,9.113000,135130000
2012-02-22,9.097500,9.149500,9.014500,9.029000,9.029000,115708000
2012-02-23,8.982000,9.037500,8.848000,8.944500,8.944500,103076000
2012-02-24,8.985000,9.037000,8.918500,8.956500,8.956500,73374000
2012-02-27,8.877000,8.959500,8.825000,8.926500,8.926500,74124000
2012-02-28,8.945000,9.214500,8.897500,9.190000,9.190000,115290000
2012-02-29,9.194500,9.200000,8.950500,8.984500,8.984500,106006000
2012-03-01,8.994500,9.024500,8.829000,9.002000,9.002000,98720000
2012-03-02,8.974000,9.092000,8.946000,8.965000,8.965000,73156000
2012-03-05,8.950000,9.091000,8.909000,9.013000,9.013000,93654000
2012-03-06,8.934000,9.175000,8.902000,9.054500,9.054500,112244000
2012-03-07,9.132500,9.275000,9.120000,9.188500,9.188500,99030000
2012-03-08,9.208500,9.419000,9.190000,9.382000,9.382000,84430000
2012-03-09,9.339500,9.360000,9.172000,9.216000,9.216000,90212000
2012-03-12,9.206500,9.270000,9.110000,9.169500,9.169500,51752000
2012-03-13,9.196000,9.243500,9.038500,9.229500,9.229500,88116000
2012-03-14,9.182500,9.216000,9.057000,9.113000,9.113000,73994000
2012-03-15,9.101000,9.221500,9.015000,9.221500,9.221500,83202000
2012-03-16,9.164000,9.284000,9.117500,9.252500,9.252500,98680000
2012-03-19,9.172500,9.334000,9.150000,9.276000,9.276000,78068000
2012-03-20,9.244000,9.720500,9.144000,9.616500,9.616500,183308000
2012-03-21,9.625000,9.714000,9.563000,9.586500,9.586500,84288000
2012-03-22,9.527000,9.703000,9.513000,9.620000,9.620000,74792000
2012-03-23,9.600500,9.810000,9.590000,9.752000,9.752000,119680000
2012-03-26,9.824000,10.148500,9.775000,10.143500,10.143500,152274000
2012-03-27,10.179500,10.492500,10.144000,10.272000,10.272000,192016000
2012-03-28,10.307000,10.350000,10.015500,10.058000,10.058000,124900000
2012-03-29,10.064000,10.265500,10.031500,10.230500,10.230500,114224000
2012-03-30,10.251000,10.342500,10.093500,10.125500,10.125500,88762000
2012-04-02,9.901000,9.995000,9.850000,9.902500,9.902500,128606000
2012-04-03,9.912000,10.119500,9.875000,9.983000,9.983000,100014000
2012-04-04,9.847500,9.884000,9.618000,9.699500,9.699500,109138000
2012-04-05,9.677500,9.801500,9.677500,9.719500,9.719500,64350000
2012-04-09,9.601000,9.710000,9.525000,9.593500,9.593500,62718000
2012-04-10,9.637500,9.676000,9.328500,9.349000,9.349000,89100000
2012-04-11,9.481500,9.598500,9.339500,9.398500,9.398500,86756000
2012-04-12,9.403000,9.613000,9.280500,9.534500,9.534500,80558000
2012-04-13,9.495000,9.497000,9.313000,9.423000,9.423000,68636000
2012-04-16,9.450500,9.473500,9.182500,9.275000,9.275000,80886000
2012-04-17,9.360500,9.502000,9.343500,9.419500,9.419500,56584000
2012-04-18,9.441000,9.672500,9.437000,9.553500,9.553500,80038000
2012-04-19,9.646500,9.727500,9.487500,9.555000,9.555000,80048000
2012-04-20,9.617000,9.674000,9.490000,9.499000,9.499000,64872000
2012-04-23,9.449500,9.449500,9.275500,9.412000,9.412000,69620000
2012-04-24,9.434000,9.535000,9.325500,9.516500,9.516500,67526000
2012-04-25,9.583500,9.740000,9.580000,9.721000,9.721000,79102000
2012-04-26,9.678500,9.818000,9.651000,9.799500,9.799500,204680000
2012-04-27,11.241500,11.434500,11.011000,11.342500,11.342500,442338000
2012-04-30,11.197500,11.692000,11.152500,11.595000,11.595000,195138000
2012-05-01,11.470000,11.648500,11.420000,11.502000,11.502000,135098000
2012-05-02,11.391000,11.572000,11.370000,11.512500,11.512500,91868000
2012-05-03,11.487000,11.626500,11.401500,11.472500,11.472500,81110000
2012-05-04,11.390000,11.486000,11.187000,11.199500,11.199500,91704000
2012-05-07,11.118000,11.343500,11.114500,11.258000,11.258000,66286000
2012-05-08,11.157500,11.269500,10.910000,11.195000,11.195000,90448000
2012-05-09,11.029500,11.289000,11.008000,11.149000,11.149000,74240000
2012-05-10,11.195500,11.454000,11.097500,11.334500,11.334500,92968000
2012-05-11,11.297500,11.534000,11.286500,11.384000,11.384000,83872000
2012-05-14,11.280000,11.364500,11.125500,11.146500,11.146500,61932000
2012-05-15,11.325000,11.530500,11.150000,11.219500,11.219500,114274000
2012-05-16,11.250000,11.400000,11.125000,11.203000,11.203000,105236000
2012-05-17,11.252500,11.300000,10.904500,10.918000,10.918000,90110000
2012-05-18,10.970500,10.981500,10.640500,10.692500,10.692500,104634000
2012-05-21,10.701500,10.999000,10.641000,10.905500,10.905500,71596000
2012-05-22,10.915500,10.943500,10.698000,10.766500,10.766500,74662000
2012-05-23,10.735500,10.877500,10.559000,10.864000,10.864000,84876000
2012-05-24,10.849000,10.883000,10.635000,10.762000,10.762000,62822000
2012-05-25,10.749500,10.799000,10.611000,10.644500,10.644500,43428000
2012-05-29,10.715000,10.827500,10.614500,10.737500,10.737500,53878000
2012-05-30,10.607000,10.649000,10.387500,10.461500,10.461500,81564000
2012-05-31,10.474000,10.689500,10.355500,10.645500,10.645500,98880000
2012-06-01,10.422000,10.561500,10.365000,10.411000,10.411000,79030000
2012-06-04,10.370000,10.767500,10.318500,10.728500,10.728500,85992000
2012-06-05,10.692500,10.843000,10.558000,10.660500,10.660500,70878000
2012-06-06,10.731500,10.920000,10.726000,10.882000,10.882000,54202000
2012-06-07,10.982500,11.074500,10.905500,10.940000,10.940000,70078000
2012-06-08,10.930500,10.971000,10.833000,10.924000,10.924000,57540000
2012-06-11,10.874500,11.043500,10.760000,10.825000,10.825000,74982000
2012-06-12,10.882500,10.900000,10.726000,10.821000,10.821000,56666000
2012-06-13,10.776000,10.869000,10.676000,10.736500,10.736500,46504000
2012-06-14,10.763000,10.825000,10.628000,10.722500,10.722500,61218000
2012-06-15,10.764500,10.966500,10.723000,10.917500,10.917500,75704000
2012-06-18,10.864000,11.188000,10.836500,11.133000,11.133000,67392000
2012-06-19,11.163000,11.260000,11.083000,11.201500,11.201500,54332000
2012-06-20,11.225500,11.237000,11.042000,11.151000,11.151000,48888000
2012-06-21,11.192000,11.301500,11.026000,11.028500,11.028500,56860000
2012-06-22,11.091500,11.125500,10.967500,11.108000,11.108000,43750000
2012-06-25,11.015000,11.079500,10.900000,11.003500,11.003500,47646000
2012-06-26,11.072500,11.319500,11.072500,11.280500,11.280500,75082000
2012-06-27,11.250500,11.375000,11.165000,11.281000,11.281000,55984000
2012-06-28,11.196000,11.231000,10.937500,11.065500,11.065500,59896000
2012-06-29,11.235000,11.417500,11.185500,11.417500,11.417500,72288000
2012-07-02,11.465000,11.467000,11.317000,11.466000,11.466000,46614000
2012-07-03,11.457000,11.476500,11.379500,11.476500,11.476500,26634000
2012-07-05,11.431000,11.525000,11.326500,11.353000,11.353000,53646000
2012-07-06,11.317500,11.445000,11.209000,11.252500,11.252500,64064000
2012-07-09,11.250000,11.300000,11.172500,11.252500,11.252500,38440000
2012-07-10,11.312500,11.357000,10.914000,10.975000,10.975000,59642000
2012-07-11,10.947500,11.087000,10.767000,10.918500,10.918500,54694000
2012-07-12,10.830500,10.865000,10.630500,10.768000,10.768000,52324000
2012-07-13,10.781500,10.965500,10.694000,10.919500,10.919500,44438000
2012-07-16,10.830000,10.915500,10.723000,10.800500,10.800500,40084000
2012-07-17,10.872500,10.897000,10.698000,10.846500,10.846500,39740000
2012-07-18,10.807500,10.933500,10.785500,10.873500,10.873500,41860000
2012-07-19,11.036500,11.375000,11.034500,11.308500,11.308500,108988000
2012-07-20,11.268000,11.469500,11.264500,11.414500,11.414500,83400000
2012-07-23,11.236000,11.329000,11.077000,11.300500,11.300500,110302000
2012-07-24,11.313500,11.330500,11.061500,11.152000,11.152000,100174000
2012-07-25,11.100000,11.125000,10.795500,10.852500,10.852500,72934000
2012-07-26,11.000000,11.072500,10.747500,11.000500,11.000500,138748000
2012-07-27,11.262500,11.917000,11.225000,11.866000,11.866000,226278000
2012-07-30,11.850000,12.037000,11.703500,11.804500,11.804500,74728000
2012-07-31,11.755000,11.815000,11.580500,11.665000,11.665000,69072000
2012-08-01,11.707000,11.719000,11.535000,11.604500,11.604500,50876000
2012-08-02,11.528000,11.717000,11.433000,11.540500,11.540500,60962000
2012-08-03,11.701500,11.824500,11.651500,11.748500,11.748500,56506000
2012-08-06,11.778000,11.787000,11.690500,11.699500,11.699500,36874000
2012-08-07,11.706500,11.900000,11.662500,11.828000,11.828000,41166000
2012-08-08,11.764500,11.822500,11.679500,11.719000,11.719000,30686000
2012-08-09,11.696500,11.799500,11.675000,11.703000,11.703000,30962000
2012-08-10,11.654000,11.742500,11.571500,11.637500,11.637500,37050000
2012-08-13,11.611500,11.718500,11.550000,11.622000,11.622000,39946000
2012-08-14,11.735500,11.836000,11.631000,11.659500,11.659500,55020000
2012-08-15,11.613000,11.907000,11.612500,11.871000,11.871000,65294000
2012-08-16,11.886000,12.141000,11.810000,12.077500,12.077500,86242000
2012-08-17,12.030000,12.167500,12.023500,12.058500,12.058500,61716000
2012-08-20,12.068500,12.082500,11.910000,12.017500,12.017500,37798000
2012-08-21,12.044000,12.192500,11.927500,11.972500,11.972500,51430000
2012-08-22,11.970000,12.245000,11.940000,12.155000,12.155000,49474000
2012-08-23,12.107000,12.174000,11.951000,12.060000,12.060000,49078000
2012-08-24,12.084000,12.343500,12.068000,12.287000,12.287000,73976000
2012-08-27,12.289500,12.375000,12.156000,12.196000,12.196000,58594000
2012-08-28,12.198500,12.339000,12.150000,12.305500,12.305500,54846000
2012-08-29,12.339000,12.380500,12.229500,12.356000,12.356000,35452000
2012-08-30,12.349500,12.500000,12.262500,12.311000,12.311000,72950000
2012-08-31,12.403500,12.472500,12.275000,12.413500,12.413500,66950000
2012-09-04,12.413500,12.550000,12.233000,12.394000,12.394000,79016000
2012-09-05,12.380500,12.430500,12.265000,12.311000,12.311000,53052000
2012-09-06,12.411500,12.635000,12.360000,12.569000,12.569000,107228000
2012-09-07,12.692500,12.971000,12.676000,12.957000,12.957000,100590000
2012-09-10,12.950000,13.000000,12.841000,12.854500,12.854500,51344000
2012-09-11,12.880000,12.880000,12.713000,12.783500,12.783500,50496000
2012-09-12,12.825000,12.889000,12.675000,12.781500,12.781500,45464000
2012-09-13,12.747000,13.100000,12.690000,13.012000,13.012000,70512000
2012-09-14,13.070000,13.205500,12.988500,13.063500,13.063500,73324000
2012-09-17,13.062500,13.062500,12.850000,12.900000,12.900000,46126000
2012-09-18,12.924000,13.025000,12.850000,12.937500,12.937500,44300000
2012-09-19,12.972500,13.142000,12.926500,13.084000,13.084000,52736000
2012-09-20,13.001500,13.043500,12.900000,13.040500,13.040500,58272000
2012-09-21,13.087000,13.100000,12.837000,12.873500,12.873500,121186000
2012-09-24,12.761000,12.780000,12.650000,12.740000,12.740000,54158000
2012-09-25,12.816500,12.947500,12.551500,12.623000,12.623000,88116000
2012-09-26,12.620000,12.730500,12.411500,12.483500,12.483500,58410000
2012-09-27,12.527000,12.870000,12.526000,12.829500,12.829500,67948000
2012-09-28,12.807000,12.850000,12.660000,12.716000,12.716000,49132000
2012-10-01,12.770000,12.808000,12.524500,12.600500,12.600500,51624000
2012-10-02,12.640000,12.657500,12.451500,12.530000,12.530000,43916000
2012-10-03,12.560500,12.805000,12.478000,12.796000,12.796000,54912000
2012-10-04,12.800500,13.076000,12.793500,13.023500,13.023500,54008000
2012-10-05,13.060000,13.095000,12.874500,12.925500,12.925500,56130000
2012-10-08,12.883500,12.990000,12.778000,12.953000,12.953000,35246000
2012-10-09,12.933500,12.967500,12.536500,12.548000,12.548000,69896000
2012-10-10,12.600000,12.623000,12.200500,12.249500,12.249500,78966000
2012-10-11,12.400000,12.465000,12.094500,12.211000,12.211000,68946000
2012-10-12,12.159000,12.273000,12.095500,12.118000,12.118000,44064000
2012-10-15,12.142500,12.239000,11.925500,12.209000,12.209000,59196000
2012-10-16,12.243500,12.288500,12.104000,12.197000,12.197000,44082000
2012-10-17,12.168500,12.440000,12.165000,12.374500,12.374500,66054000
2012-10-18,12.388500,12.545500,12.135000,12.242500,12.242500,106106000
2012-10-19,12.258000,12.341000,11.947000,12.000000,12.000000,87906000
2012-10-22,11.940500,11.947500,11.616000,11.689000,11.689000,90000000
2012-10-23,11.552500,11.825000,11.500500,11.715500,11.715500,88616000
2012-10-24,11.794000,11.797000,11.397500,11.424500,11.424500,73574000
2012-10-25,11.546000,11.546000,11.146000,11.146000,11.146000,134826000
2012-10-26,11.430000,11.935500,11.334500,11.912000,11.912000,227350000
2012-10-31,11.816000,11.935000,11.525000,11.644500,11.644500,95952000
2012-11-01,11.711500,11.727500,11.567000,11.607000,11.607000,78102000
2012-11-02,11.700500,11.870000,11.605500,11.621000,11.621000,67494000
2012-11-05,11.602000,11.741500,11.505500,11.716500,11.716500,36922000
2012-11-06,11.770500,11.887500,11.722500,11.878000,11.878000,53226000
2012-11-07,11.782500,11.783000,11.471000,11.603000,11.603000,72484000
2012-11-08,11.611000,11.672500,11.355000,11.367500,11.367500,59648000
2012-11-09,11.313000,11.548500,11.230000,11.315500,11.315500,61850000
2012-11-12,11.329500,11.461000,11.270500,11.323500,11.323500,42576000
2012-11-13,11.256000,11.395000,11.235500,11.330000,11.330000,52596000
2012-11-14,11.325000,11.370500,11.125500,11.147500,11.147500,60682000
2012-11-15,11.115000,11.258000,10.909000,11.030000,11.030000,68094000
2012-11-16,11.065500,11.312500,10.932000,11.261500,11.261500,87056000
2012-11-19,11.416000,11.625000,11.372500,11.485500,11.485500,71824000
2012-11-20,11.500000,11.691000,11.475000,11.689000,11.689000,55434000
2012-11-21,11.692000,11.933500,11.637500,11.901500,11.901500,59186000
2012-11-23,11.994500,12.000000,11.824000,11.994000,11.994000,35536000
2012-11-26,12.019500,12.216000,11.900000,12.181000,12.181000,83566000
2012-11-27,12.161000,12.283500,12.077000,12.170000,12.170000,60970000
2012-11-28,12.122500,12.361500,12.075000,12.355500,12.355500,54868000
2012-11-29,12.402500,12.624000,12.375000,12.563500,12.563500,106210000
2012-11-30,12.519000,12.632500,12.413500,12.602500,12.602500,75948000
2012-12-03,12.627000,12.708000,12.500000,12.516500,12.516500,59812000
2012-12-04,12.497000,12.650000,12.433000,12.624500,12.624500,62294000
2012-12-05,12.622000,12.777500,12.519000,12.698000,12.698000,57044000
2012-12-06,12.650000,12.758500,12.575500,12.668500,12.668500,71158000
2012-12-07,12.707000,12.760500,12.600500,12.663500,12.663500,43406000
2012-12-10,12.655000,12.739000,12.365000,12.388500,12.388500,70076000
2012-12-11,12.425000,12.674000,12.332500,12.534500,12.534500,83704000
2012-12-12,12.553500,12.718000,12.503000,12.588000,12.588000,52562000
2012-12-13,12.555500,12.727000,12.501000,12.562500,12.562500,49204000
2012-12-14,12.505500,12.595000,12.389500,12.459500,12.459500,50538000
2012-12-17,12.490500,12.700000,12.463000,12.693000,12.693000,45540000
2012-12-18,12.728500,13.155500,12.728500,13.020000,13.020000,99220000
2012-12-19,13.065000,13.083500,12.884000,12.899500,12.899500,46000000
2012-12-20,12.918000,13.120500,12.827000,13.075000,13.075000,51692000
2012-12-21,12.891000,12.919000,12.787000,12.846000,12.846000,94092000
2012-12-24,12.865000,12.975000,12.848000,12.931000,12.931000,19688000
